id_alumno,cod_departamento,cod_asignatura,seccion,id_docente
10000785,DA,CYTB24,C,4366
10000786,DA,CYT067,B,5980
10000790,DA,CYTB10,A,6367
10000790,DA,CYTB23,B,6334
10000792,DA,CYTB32,A,6040
10000792,DA,CYT067,B,5980
10000793,DA,CYTB10,A,6367
10000794,DA,CYTB32,A,6040
10000797,DA,CYTB25,B,6397
10000799,DA,CYTB21,B,41336
10000809,DA,CYTB06,A,3793
10000814,DA,CYTB22,A,6123
10000814,DA,CYTB11,C,4379
10000814,DA,CYTB05,A,1509649
10000817,DA,CYTB07,C,6100
10000819,DA,CYTB07,C,5942
10000820,DA,CYTB50,A,14328
10000821,DA,CYTB07,A,5942
10000823,DA,CYTB21,A,41336
10000828,DA,CYTB50,B,14328
10000831,DA,CYTB21,C,488503
10000832,DA,CYTB32,B,6040
10000834,DA,CYTB06,C,3793
10000834,DA,CYTB07,A,4693
10000835,DA,CYTB07,B,41425
10000839,DA,CYTB11,A,4366
10000841,DA,CYTB50,B,4379
10000843,DA,CYTB32,C,6040
10000844,DA,CYTB06,A,3793
10000848,DA,CYTB07,B,5942
10000848,DA,CYTB50,B,14328
10000850,DA,CYTB05,C,6283922
10000851,DA,CYTB07,C,6100
10000853,DA,CYTB50,A,4379
10000859,DA,CYTB50,A,14328
10000859,DA,CYTB05,A,1509649
10000860,DA,CYTB25,C,6397
10000863,DA,CYTB21,B,41336
10000869,DA,CYTB50,B,4379
10000871,DA,CYTB50,B,14328
10000871,DA,CYTB32,C,6040
10000872,DA,CYTB05,A,1509649
10000874,DA,CYTB11,B,4366
10000880,DA,CYTB05,A,1509649
10000881,DA,CYTB07,C,5942
10000882,DA,CYTB07,A,4693
10000883,DA,CYTB11,C,4379
10000883,DA,CYTB21,C,488503
10000884,DA,CYTB05,A,1509649
10000887,DA,CYTB21,A,41336
10000903,DA,CYTB11,A,4366
10000921,DA,CYTB07,B,41425
10000947,DA,CYTB06,B,3793
10000956,DA,CYTB11,C,14328
10000967,DA,CYTB06,C,3793
10000968,DA,CYTB11,C,14328
10000970,DA,CYTB24,B,4366
10000972,DA,CYTB07,B,5942
10000977,DA,CYTB24,A,4366
10000980,DA,CYTB24,C,4366
10001001,DA,CYTB11,B,4366
10001027,DA,CYTB11,C,14328
10001048,DA,CYTB07,A,5942
10001050,DA,CYTB07,C,6100
10001059,DA,CYTB07,A,4693
10001075,DA,CYTB07,A,5942
10001080,DA,CYTB07,B,41425
10001084,DA,CYTB11,C,4379
10001088,DA,CYTB07,C,5942
10001095,DA,CYTB07,C,5942
10001100,DA,CYTB11,B,4366
10001109,DA,CYTB11,C,4379
10001113,DA,CYTB07,B,5942
10001124,DA,CYTB07,C,6100
10001133,DA,CYTB11,C,14328
10001134,DA,CYTB07,A,5942
10001142,DA,CYTB11,B,4366
10001160,DA,CYTB11,C,4379
10001164,DA,CYTB07,B,41425
10001174,DA,CYTB07,A,4693
10001176,DA,CYTB07,C,5942
10001183,DA,CYTB11,A,4366
10001187,DA,CYTB11,C,14328
10001189,DA,CYTB11,A,4366
10001192,DA,CYTB07,B,5942
10001208,DA,CYTB07,C,6100
10001214,DA,CYTB07,A,5942
10001231,DA,CYTB07,A,4693
10001241,DA,CYTB07,B,5942
10001253,DA,CYTB07,B,41425
10001263,DA,CYTB07,C,6100
10001343,DA,CYTB07,A,4693
10001355,DA,CYTB07,A,5942
10001380,DA,CYTB07,B,41425
10001391,DA,CYTB07,C,5942
10001409,DA,CYTB07,B,5942
10001431,DA,CYTB07,C,5942
10001434,DA,CYTB07,C,6100
10001435,DA,CYTB07,A,5942
10001439,DA,CYTB07,A,4693
10001441,DA,CYTB07,B,41425
10001452,DA,CYTB07,B,5942
10001465,DA,CYTB07,C,6100
10001478,DA,CYTB07,C,5942
10001505,DA,CYTB07,A,5942
10001506,DA,CYTB07,B,41425
10001524,DA,CYTB07,B,5942
10001556,DA,CYTB07,C,5942
10001571,DA,CYTB07,A,4693
10001594,DA,CYTB07,C,6100
10001595,DAS,CYT281,D,4484
10001595,DAS,CYT067,D,3112
10001595,DAS,CYT748,D,6680
10001595,DAS,CYTP02,D,5630
10001596,DAS,CYT598,D,4096
10001596,DAS,CYT281,D,4484
10001596,DAS,CYT589,D,25281
10001597,DAS,CYT597,D,3895
10001597,DAS,CYT615,D,4623
10001597,DAS,CYT598,D,4096
10001597,DAS,CYT589,D,25281
10001597,DAS,CYTP02,D,5630
10001597,DAS,CYT748,D,6680
10001598,DAS,CYT599,D,443126
10001598,DAS,CYT898,D,5308
10001598,DAS,CYT631,D,5623
10001598,DAS,CYT598,D,4096
10001598,DAS,CYT269,D,6040
10001599,DAS,CYT629,D,5308
10001599,DAS,CYT925,D,4367
10001599,DAS,CYT615,D,4623
10001599,DAS,CYT269,D,6040
10001599,DAS,CYT082,D,5330
10001599,DAS,CYT281,D,4484
10001600,DAS,CYT067,D,3112
10001600,DAS,CYT614,D,4096
10001600,DAS,CYT598,D,4096
10001600,DAS,CYT269,D,6040
10001601,DAS,CYT630,D,4367
10001601,DAS,CYT629,D,5308
10001601,DAS,CYT924,D,52981
10001601,DAS,CYT623,D,4470
10001601,DAS,CYT748,D,6680
10001602,DAS,CYT566,D,523950
10001602,DAS,CYT622,D,4470
10001603,DAS,CYT615,D,4623
10001603,DAS,CYT597,D,3895
10001603,DAS,CYT924,D,52981
10001603,DAS,CYT616,D,5758
10001603,DAS,CYT630,D,4367
10001603,DAS,CYT623,D,4470
10001604,DAS,CYT748,D,6680
10001604,DAS,CYT629,D,1695
10001605,DAS,CYT597,D,3895
10001605,DAS,CYT599,D,443126
10001605,DAS,CYT596,D,18726
10001606,DAS,CYT898,D,5308
10001607,DAS,CYT589,D,25281
10001607,DAS,CYT599,D,443126
10001607,DAS,CYT269,D,6040
10001607,DAS,CYT899,D,6089
10001608,DAS,CYT596,D,18726
10001609,DAS,CYT566,D,523950
10001609,DAS,CYT898,D,5308
10001609,DAS,CYT269,D,6040
10001609,DAS,CYT899,D,6089
10001609,DAS,CYT924,D,52981
10001609,DAS,CYT630,D,4367
10001610,DAS,CYT748,D,6680
10001610,DAS,CYT908,D,5734
10001611,DAS,CYT598,D,4096
10001611,DAS,CYT748,D,6680
10001611,DAS,CYT623,D,4470
10001612,DAS,CYT898,D,5308
10001612,DAS,CYT566,D,523950
10001612,DAS,CYT623,D,4470
10001612,DAS,CYT599,D,443126
10001612,DAS,CYT629,D,1695
10001613,DAS,CYT623,D,4470
10001613,DAS,CYT748,D,6680
10001614,DAS,CYT281,D,4484
10001614,DAS,CYT598,D,4096
10001614,DAS,CYT616,D,5758
10001614,DAS,CYT628,D,5633
10001614,DAS,CYT269,D,6040
10001614,DAS,CYT748,D,6680
10001615,DAS,CYT898,D,5308
10001616,DAS,CYT616,D,5758
10001617,DAS,CYT597,D,3895
10001617,DAS,CYT622,D,4470
10001617,DAS,CYT898,D,5308
10001617,DAS,CYT615,D,4623
10001617,DAS,CYT629,D,5308
10001618,DAS,CYT280,D,6397
10001619,DAS,CYT630,D,4367
10001619,DAS,CYT908,D,5734
10001619,DAS,CYT613,D,3555
10001619,DAS,CYT628,D,5633
10001620,DAS,CYT599,D,443126
10001620,DAS,CYT748,D,6680
10001620,DAS,CYT596,E,18726
10001620,DAS,CYT925,D,4470
10001621,DAS,CYT622,D,4470
10001621,DAS,CYT628,D,5633
10001621,DAS,CYT269,D,6040
10001621,DAS,CYT280,D,6397
10001621,DAS,CYT616,D,5758
10001621,DAS,CYT623,D,4470
10001622,DAS,CYT925,D,6089
10001622,DAS,CYT598,D,4096
10001622,DAS,CYT596,E,18726
10001622,DAS,CYT615,D,4623
10001622,DAS,CYT599,D,443126
10001622,DAS,CYT614,D,4096
10001623,DAS,CYT898,D,5308
10001623,DAS,CYT629,D,5308
10001623,DAS,CYT281,D,4484
10001624,DAS,CYT628,D,5633
10001624,DAS,CYT630,D,4367
10001624,DAS,CYT280,D,6397
10001624,DAS,CYT622,D,4470
10001625,DAS,CYTP02,D,5630
10001626,DAS,CYT268,D,4648
10001626,DAS,CYT631,D,5623
10001626,DAS,CYT597,D,3895
10001626,DAS,CYT566,D,523950
10001627,DAS,CYT566,D,523950
10001627,DAS,CYT598,D,4096
10001627,DAS,CYT280,D,6397
10001627,DAS,CYT630,D,4367
10001627,DAS,CYT628,D,5633
10001627,DAS,CYT614,D,4096
10001628,DAS,CYT613,D,3555
10001628,DAS,CYT628,D,5633
10001629,DAS,CYTP02,D,5630
10001629,DAS,CYT082,D,5330
10001629,DAS,CYT614,D,4096
10001629,DAS,CYT899,D,5854
10001629,DAS,CYT748,D,6680
10001630,DAS,CYT614,D,4096
10001630,DAS,CYT748,D,6680
10001630,DAS,CYT280,D,6397
10001630,DAS,CYT616,D,5758
10001631,DAS,CYT628,D,5633
10001631,DAS,CYT748,D,6680
10001631,DAS,CYT898,D,5308
10001631,DAS,CYT613,D,3555
10001631,DAS,CYT925,D,4470
10001632,DAS,CYT280,D,6397
10001632,DAS,CYT622,D,4470
10001632,DAS,CYT898,D,5308
10001632,DAS,CYT269,D,6040
10001632,DAS,CYT281,D,4484
10001632,DAS,CYT628,D,5633
10001633,DAS,CYT622,D,4470
10001633,DAS,CYT281,D,4484
10001633,DAS,CYT280,D,6397
10001634,DAS,CYT566,D,523950
10001635,DAS,CYT924,D,52981
10001635,DAS,CYT615,D,4623
10001636,DAS,CYT614,D,4096
10001636,DAS,CYT280,D,6397
10001636,DAS,CYT269,D,6040
10001636,DAS,CYT067,D,3112
10001636,DAS,CYT615,D,4623
10001636,DAS,CYT898,D,5308
10001637,DAS,CYT613,D,3555
10001637,DAS,CYT281,D,4484
10001637,DAS,CYT596,D,18726
10001637,DAS,CYT629,D,1695
10001637,DAS,CYT924,D,52981
10001637,DAS,CYT925,D,4367
10001638,DAS,CYT628,D,5633
10001638,DAS,CYT748,D,6680
10001638,DAS,CYT067,D,3112
10001638,DAS,CYT281,D,4484
10001639,DAS,CYT566,D,523950
10001639,DAS,CYT614,D,4096
10001639,DAS,CYT280,D,6397
10001639,DAS,CYT281,D,4484
10001639,DAS,CYT269,D,6040
10001640,DAS,CYT899,D,6089
10001640,DAS,CYT898,D,5308
10001640,DAS,CYT628,D,5633
10001640,DAS,CYT614,D,4096
10001640,DAS,CYT598,D,4096
10001641,DAS,CYT748,D,6680
10001641,DAS,CYT899,D,5854
10001641,DAS,CYT596,D,18726
10001641,DAS,CYT082,D,5330
10001641,DAS,CYT599,D,443126
10001641,DAS,CYT613,D,3555
10001642,DAS,CYT748,D,6680
10001642,DAS,CYT281,D,4484
10001642,DAS,CYT269,D,6040
10001642,DAS,CYT925,D,6089
10001642,DAS,CYT614,D,4096
10001642,DAS,CYTP02,D,5630
10001643,DAS,CYT924,D,52981
10001643,DAS,CYT613,D,3555
10001643,DAS,CYT623,D,4470
10001643,DAS,CYT899,D,6089
10001643,DAS,CYT067,D,3112
10001644,DAS,CYT623,D,4470
10001644,DAS,CYT616,D,5758
10001644,DAS,CYT628,D,5633
10001644,DAS,CYT898,D,5308
10001644,DAS,CYT082,D,5330
10001645,DAS,CYT924,D,52981
10001645,DAS,CYT908,D,5734
10001645,DAS,CYT616,D,5758
10001645,DAS,CYTP02,D,5630
10001645,DAS,CYT631,D,5623
10001645,DAS,CYT082,D,5330
10001646,DAS,CYT597,D,3895
10001646,DAS,CYT908,D,5734
10001647,DAS,CYT614,D,4096
10001647,DAS,CYT924,D,52981
10001647,DAS,CYT596,D,18726
10001648,DAS,CYT631,D,5623
10001648,DAS,CYT598,D,4096
10001648,DAS,CYTP02,D,5630
10001649,DAS,CYT597,D,3895
10001650,DAS,CYT268,D,4648
10001651,DAS,CYT622,D,4470
10001651,DAS,CYT082,D,5330
10001651,DAS,CYT067,D,3112
10001651,DAS,CYT631,D,5623
10001652,DAS,CYT566,D,523950
10001652,DAS,CYTP02,D,5630
10001653,DAS,CYT589,D,25281
10001653,DAS,CYT908,D,5734
10001653,DAS,CYT622,D,4470
10001653,DAS,CYT566,D,523950
10001653,DAS,CYT925,D,4470
10001654,DAS,CYT628,D,5633
10001654,DAS,CYT925,D,4367
10001654,DAS,CYT596,E,18726
10001655,DAS,CYT281,D,4484
10001656,DAS,CYT628,D,5633
10001656,DAS,CYT924,D,52981
10001656,DAS,CYT281,D,4484
10001656,DAS,CYT898,D,5308
10001656,DAS,CYT623,D,4470
10001657,DAS,CYT614,D,4096
10001657,DAS,CYT924,D,52981
10001657,DAS,CYT281,D,4484
10001658,DAS,CYT597,D,3895
10001658,DAS,CYT269,D,6040
10001659,DAS,CYT616,D,5758
10001659,DAS,CYT067,D,3112
10001659,DAS,CYTP02,D,5630
10001660,DAS,CYT269,D,6040
10001660,DAS,CYT614,D,4096
10001660,DAS,CYT082,D,5330
10001660,DAS,CYT067,D,3112
10001660,DAS,CYT622,D,4470
10001660,DAS,CYT628,D,5633
10001661,DAS,CYT566,D,523950
10001661,DAS,CYT631,D,5623
10001661,DAS,CYT925,D,6089
10001662,DAS,CYT082,D,5330
10001662,DAS,CYT280,D,6397
10001662,DAS,CYT613,D,3555
10001663,DAS,CYT280,D,6397
10001663,DAS,CYT566,D,523950
10001663,DAS,CYTP02,D,5630
10001663,DAS,CYT613,D,3555
10001664,DAS,CYT616,D,5758
10001664,DAS,CYT631,D,5623
10001665,DAS,CYTP02,D,5630
10001666,DAS,CYT622,D,4470
10001666,DAS,CYT908,D,5734
10001666,DAS,CYT067,D,3112
10001666,DAS,CYT924,D,52981
10001667,DAS,CYTP02,D,5630
10001667,DAS,CYT623,D,4470
10001667,DAS,CYT596,E,18726
10001667,DAS,CYT615,D,4623
10001667,DAS,CYT067,D,3112
10001667,DAS,CYT630,D,4367
10001668,DAS,CYT597,D,3895
10001668,DAS,CYT566,D,523950
10001668,DAS,CYT280,D,6397
10001668,DAS,CYT599,D,443126
10001668,DAS,CYT631,D,5623
10001668,DAS,CYT613,D,3555
10001669,DAS,CYT628,D,5633
10001669,DAS,CYT067,D,3112
10001669,DAS,CYT899,D,6089
10001669,DAS,CYT614,D,4096
10001669,DAS,CYT616,D,5758
10001670,DAS,CYT599,D,443126
10001670,DAS,CYT596,E,18726
10001670,DAS,CYT067,D,3112
10001671,DAS,CYT924,D,52981
10001671,DAS,CYT925,D,4367
10001671,DAS,CYT281,D,4484
10001671,DAS,CYT268,D,4648
10001672,DAS,CYT599,D,443126
10001672,DAS,CYTP02,D,5630
10001672,DAS,CYT629,D,5308
10001673,DAS,CYT067,D,3112
10001673,DAS,CYT630,D,4367
10001673,DAS,CYTP02,D,5630
10001673,DAS,CYT597,D,3895
10001673,DAS,CYT596,E,18726
10001674,DAS,CYT924,D,52981
10001674,DAS,CYT622,D,4470
10001674,DAS,CYT269,D,6040
10001675,DAS,CYT613,D,3555
10001675,DAS,CYT908,D,5734
10001675,DAS,CYT622,D,4470
10001676,DAS,CYT630,D,4367
10001676,DAS,CYT599,D,443126
10001677,DAS,CYT598,D,4096
10001677,DAS,CYT067,D,3112
10001677,DAS,CYT899,D,6089
10001677,DAS,CYT597,D,3895
10001678,DAS,CYT616,D,5758
10001678,DAS,CYT268,D,4648
10001678,DAS,CYT615,D,4623
10001679,DAS,CYT597,D,3895
10001679,DAS,CYT614,D,4096
10001679,DAS,CYT629,D,5308
10001680,DAS,CYT067,D,3112
10001680,DAS,CYT908,D,5734
10001680,DAS,CYT630,D,4367
10001680,DAS,CYTP02,D,5630
10001680,DAS,CYT596,E,18726
10001680,DAS,CYT269,D,6040
10001681,DAS,CYT899,D,5854
10001681,DAS,CYT630,D,4367
10001681,DAS,CYT629,D,5308
10001681,DAS,CYT908,D,5734
10001682,DAS,CYT280,D,6397
10001682,DAS,CYT615,D,4623
10001683,DAS,CYT598,D,4096
10001683,DAS,CYT623,D,4470
10001683,DAS,CYT622,D,4470
10001683,DAS,CYT614,D,4096
10001684,DAS,CYT623,D,4470
10001684,DAS,CYT597,D,3895
10001685,DAS,CYT924,D,52981
10001685,DAS,CYT908,D,5734
10001686,DAS,CYT925,D,6089
10001686,DAS,CYT630,D,4367
10001687,DAS,CYT925,D,4367
10001687,DAS,CYT598,D,4096
10001687,DAS,CYT908,D,5734
10001688,DAS,CYT599,D,443126
10001689,DAS,CYT268,D,4648
10001690,DAS,CYT622,D,4470
10001691,DAS,CYT629,D,5308
10001691,DAS,CYT616,D,5758
10001692,DAS,CYT589,D,25281
10001692,DAS,CYT616,D,5758
10001692,DAS,CYT615,D,4623
10001692,DAS,CYT629,D,1695
10001693,DAS,CYT597,D,3895
10001693,DAS,CYT615,D,4623
10001693,DAS,CYT596,D,18726
10001693,DAS,CYT599,D,443126
10001694,DAS,CYT925,D,4470
10001694,DAS,CYT599,D,443126
10001694,DAS,CYT566,D,523950
10001695,DAS,CYT898,D,5308
10001695,DAS,CYT622,D,4470
10001696,DAS,CYT613,D,3555
10001697,DAS,CYT615,D,4623
10001697,DAS,CYT924,D,52981
10001698,DAS,CYT596,E,18726
10001699,DAS,CYT616,D,5758
10001699,DAS,CYT631,D,5623
10001699,DAS,CYT630,D,4367
10001700,DAS,CYT630,D,4367
10001700,DAS,CYT616,D,5758
10001700,DAS,CYT908,D,5734
10001700,DAS,CYT899,D,6089
10001701,DAS,CYT899,D,5854
10001701,DAS,CYT589,D,25281
10001701,DAS,CYT908,D,5734
10001702,DAS,CYT598,D,4096
10001702,DAS,CYT268,D,4648
10001702,DAS,CYT898,D,5308
10001703,DAS,CYT598,D,4096
10001703,DAS,CYT280,D,6397
10001704,DAS,CYT631,D,5623
10001704,DAS,CYT597,D,3895
10001704,DAS,CYT613,D,3555
10001706,DAS,CYT623,D,4470
10001706,DAS,CYT599,D,443126
10001707,DAS,CYT630,D,4367
10001708,DAS,CYT899,D,6089
10001708,DAS,CYT615,D,4623
10001709,DAS,CYT589,D,25281
10001710,DAS,CYT268,D,4648
10001710,DAS,CYT631,D,5623
10001710,DAS,CYT629,D,1695
10001711,DAS,CYT596,E,18726
10001712,DAS,CYT925,D,6089
10001713,DAS,CYT623,D,4470
10001714,DAS,CYT589,D,25281
10001714,DAS,CYT082,D,5330
10001714,DAS,CYT596,D,18726
10001714,DAS,CYT623,D,4470
10001715,DAS,CYT908,D,5734
10001715,DAS,CYT615,D,4623
10001715,DAS,CYT899,D,5854
10001716,DAS,CYT899,D,5854
10001716,DAS,CYT280,D,6397
10001717,DAS,CYT925,D,4367
10001717,DAS,CYT629,D,5308
10001717,DAS,CYT613,D,3555
10001718,DAS,CYT899,D,5854
10001719,DAS,CYT596,E,18726
10001719,DAS,CYT908,D,5734
10001720,DAS,CYT082,D,5330
10001720,DAS,CYT566,D,523950
10001721,DAS,CYT629,D,5308
10001723,DAS,CYT629,D,1695
10001723,DAS,CYT925,D,4470
10001723,DAS,CYT613,D,3555
10001723,DAS,CYT596,D,18726
10001725,DAS,CYT629,D,1695
10001727,DAS,CYT631,D,5623
10001727,DAS,CYT268,D,4648
10001729,DAS,CYT566,D,523950
10001730,DAS,CYT629,D,1695
10001731,DAS,CYT613,D,3555
10001734,DAS,CYT629,D,5308
10001737,DAS,CYT925,D,4470
10001738,DAS,CYT589,D,25281
10001739,DAS,CYT925,D,4367
10001739,DAS,CYT631,D,5623
10001740,DAS,CYT631,D,5623
10001743,DAS,CYT268,D,4648
10001745,DAS,CYT629,D,5308
10001746,DAS,CYT631,D,5623
10001747,DAS,CYT899,D,5854
10001748,DAS,CYT629,D,5308
10001748,DAS,CYT596,D,18726
10001750,DAS,CYT899,D,5854
10001751,DAS,CYT082,D,5330
10001751,DAS,CYT589,D,25281
10001754,DAS,CYT589,D,25281
10001754,DAS,CYT899,D,6089
10001754,DAS,CYT596,D,18726
10001755,DAS,CYT268,D,4648
10001755,DAS,CYT899,D,5854
10001756,DAS,CYT925,D,6089
10001756,DAS,CYT629,D,1695
10001757,DAS,CYT899,D,6089
10001758,DAS,CYT899,D,5854
10001759,DAS,CYT589,D,25281
10001761,DAS,CYT629,D,1695
10001765,DAS,CYT268,D,4648
10001768,DAS,CYT629,D,5308
10001769,DAS,CYT268,D,4648
10001769,DAS,CYT899,D,6089
10001770,DAS,CYT899,D,6089
10001771,DAS,CYT925,D,6089
10001774,DAS,CYT899,D,6089
10001774,DAS,CYT596,D,18726
10001775,DAS,CYT589,D,25281
10001776,DAS,CYT589,D,25281
10001776,DAS,CYT629,D,5308
10001776,DAS,CYT899,D,6089
10001777,DAS,CYT629,D,1695
10001777,DAS,CYT082,D,5330
10001777,DAS,CYT899,D,6089
10001778,DAS,CYT629,D,1695
10001779,DAS,CYT899,D,5854
10001779,DAS,CYT629,D,1695
10001780,DAS,CYT925,D,4470
10001781,DAS,CYT082,D,5330
10001782,DAS,CYT925,D,4470
10001783,DAS,CYT596,D,18726
10001785,DAS,CYT925,D,6089
10001791,DAS,CYT589,D,25281
10001793,DAS,CYT268,D,4648
10001793,DAS,CYT899,D,5854
10001794,DAS,CYT899,D,5854
10001795,DAS,CYT268,D,4648
10001797,DAS,CYT925,D,4470
10001797,DAS,CYT596,E,18726
10001797,DAS,CYT899,D,5854
10001798,DAS,CYT596,D,18726
10001799,DAS,CYT082,D,5330
10001799,DAS,CYT925,D,6089
10001800,DAS,CYT629,D,1695
10001800,DAS,CYT925,D,4367
10001801,DAS,CYT629,D,1695
10001809,DAS,CYT925,D,4367
10001810,DAS,CYT082,D,5330
10001810,DAS,CYT596,D,18726
10001811,DAS,CYT925,D,4470
10001815,DAS,CYT596,D,18726
10001816,DAS,CYT268,D,4648
10001816,DAS,CYT925,D,6089
10001817,DAS,CYT596,E,18726
10001818,DAS,CYT596,E,18726
10001819,DAS,CYT925,D,4367
10001823,DAS,CYT596,E,18726
10001827,DAS,CYT596,E,18726
10001857,DAS,CYT925,D,4470
10001861,DAS,CYT925,D,4367
10001862,DAS,CYT925,D,4367
10001863,DAS,CYT925,D,6089
10001873,DAS,CYT925,D,4470
10001877,DAS,CYT925,D,6089
10001879,DAS,CYT925,D,4470
10001882,DAS,CYT925,D,4367
10001887,DAS,CYT925,D,6089
10001890,DAS,CYT925,D,4367
10001891,DAS,CYT925,D,4470
10001902,DAS,CYT925,D,6089
10001913,DAS,CYT925,D,4367
10001914,DEI,CYT067,F,5734
10001914,DEI,CYT137,F,1695
10001914,DEI,CYT902,F,3941
10001914,DEI,CYT269,F,6040
10001915,DEI,CYT842,F,3916
10001916,DEI,CYT085,F,3941
10001916,DEI,CYT104,F,3963
10001917,DEI,CYTP01,F,4414256
10001918,DEI,CYT085,F,3941
10001918,DEI,CYT902,F,3941
10001919,DEI,CYT902,F,3941
10001919,DEI,CYTA42,F,5080
10001919,DEI,CYT842,F,3916
10001919,DEI,CYT142,F,6097
10001919,DEI,CYT268,F,4648
10001919,DEI,CYT645,F,5822
10001920,DEI,CYT782,F,5950
10001920,DEI,CYTP02,F,6753
10001920,DEI,CYTA42,F,5080
10001920,DEI,CYT067,F,5734
10001921,DEI,CYT281,F,4484
10001921,DEI,CYTA39,F,6510
10001921,DEI,CYT141,F,3918
10001922,DEI,CYT115,F,6453
10001922,DEI,CYT645,F,5822
10001923,DEI,CYT906,F,5330
10001923,DEI,CYT808,F,3383
10001923,DEI,CYT314,F,5076
10001923,DEI,CYTA48,F,3963
10001923,DEI,CYT651,F,5821
10001923,DEI,CYT142,F,6097
10001924,DEI,CYT651,F,5821
10001925,DEI,CYT649,F,5758
10001925,DEI,CYT864,F,6045
10001926,DEI,CYT954,F,6232
10001926,DEI,CYT103,F,5884
10001926,DEI,CYT281,F,4484
10001926,DEI,CYT313,F,4277
10001926,DEI,CYT951,F,5753
10001926,DEI,CYTA39,F,6510
10001927,DEI,CYT906,F,5330
10001927,DEI,CYT141,F,3918
10001927,DEI,CYT103,F,3380
10001927,DEI,CYT113,F,4307
10001927,DEI,CYT281,F,4484
10001927,DEI,CYT100,F,64204
10001928,DEI,CYT137,F,1695
10001928,DEI,CYT067,F,5734
10001929,DEI,CYT657,F,4087
10001929,DEI,CYTA39,F,1440022
10001929,DEI,CYT906,F,5330
10001929,DEI,CYT903,F,6097
10001930,DEI,CYT141,F,3918
10001930,DEI,CYT907,F,3941
10001930,DEI,CYT804,F,3963
10001930,DEI,CYT864,F,6045
10001931,DEI,CYT865,F,3846
10001931,DEI,CYTA48,F,3963
10001931,DEI,CYT646,F,5950
10001931,DEI,CYT906,F,5330
10001932,DEI,CYT902,F,3941
10001933,DEI,CYT903,F,6097
10001933,DEI,CYT782,F,3918
10001934,DEI,CYT085,F,3941
10001935,DEI,CYT804,F,3963
10001935,DEI,CYT956,F,63302
10001935,DEI,CYTP02,F,6753
10001936,DEI,CYT645,F,5822
10001936,DEI,CYTA42,F,5080
10001936,DEI,CYT280,F,6397
10001936,DEI,CYT903,F,6097
10001936,DEI,CYT860,F,6045
10001937,DEI,CYT085,F,3941
10001937,DEI,CYT907,F,3941
10001937,DEI,CYT137,F,1695
10001938,DEI,CYT649,F,5758
10001938,DEI,CYT801,F,6432
10001938,DEI,CYT137,F,1695
10001938,DEI,CYT804,F,3963
10001938,DEI,CYT782,F,3380
10001938,DEI,CYT067,F,5734
10001939,DEI,CYT645,F,5822
10001939,DEI,CYTA48,F,36009
10001939,DEI,CYT268,F,4648
10001940,DEI,CYT842,F,3916
10001940,DEI,CYTP01,F,4414256
10001940,DEI,CYT906,F,5330
10001940,DEI,CYT115,F,6453
10001941,DEI,CYT907,F,3941
10001941,DEI,CYTA42,F,5080
10001941,DEI,CYT804,F,3963
10001941,DEI,CYT646,F,4277
10001941,DEI,CYTA48,F,36009
10001941,DEI,CYT137,F,5884
10001942,DEI,CYT657,F,4087
10001942,DEI,CYT651,F,5821
10001942,DEI,CYT314,F,5076
10001943,DEI,CYT951,F,66356
10001943,DEI,CYT312,F,4277
10001943,DEI,CYT311,F,5244
10001943,DEI,CYT645,F,5822
10001944,DEI,CYT860,F,63302
10001944,DEI,CYT954,G,539329
10001944,DEI,CYTA39,F,1440022
10001944,DEI,CYT956,F,5381
10001944,DEI,CYT842,F,3916
10001944,DEI,CYT902,F,3941
10001945,DEI,CYT085,F,3941
10001945,DEI,CYT067,F,5734
10001945,DEI,CYT804,F,3963
10001945,DEI,CYT281,F,4484
10001946,DEI,CYT269,F,6040
10001946,DEI,CYTA39,F,6510
10001946,DEI,CYT808,F,3383
10001946,DEI,CYT646,F,5950
10001946,DEI,CYT137,F,1695
10001947,DEI,CYT951,G,5753
10001947,DEI,CYT311,F,5244
10001947,DEI,CYT067,F,5734
10001947,DEI,CYT115,F,6453
10001947,DEI,CYT281,F,4484
10001947,DEI,CYT860,F,63302
10001948,DEI,CYT645,F,5822
10001948,DEI,CYT269,F,6040
10001948,DEI,CYT801,F,6232
10001949,DEI,CYT142,F,6097
10001949,DEI,CYT141,F,3918
10001949,DEI,CYTA42,F,5080
10001949,DEI,CYT657,F,36009
10001949,DEI,CYT113,F,4307
10001950,DEI,CYT865,F,3846
10001950,DEI,CYT907,F,3941
10001950,DEI,CYT860,F,6045
10001950,DEI,CYT137,F,1695
10001950,DEI,CYT313,F,4277
10001950,DEI,CYT902,F,3941
10001951,DEI,CYT902,F,3941
10001951,DEI,CYT657,F,4087
10001951,DEI,CYT956,G,63302
10001951,DEI,CYT137,F,5884
10001951,DEI,CYT093,F,6453
10001951,DEI,CYT142,F,6097
10001952,DEI,CYT842,F,3916
10001952,DEI,CYTP02,F,6753
10001952,DEI,CYT906,F,5330
10001952,DEI,CYT951,G,5087
10001953,DEI,CYT903,F,6097
10001953,DEI,CYT067,F,5734
10001954,DEI,CYT951,G,456625
10001955,DEI,CYTA42,F,5080
10001955,DEI,CYT137,F,1695
10001955,DEI,CYT645,F,539329
10001955,DEI,CYT093,F,6453
10001956,DEI,CYT281,F,4484
10001956,DEI,CYT865,F,3846
